,DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live)
,Realized Variance (5-minute),Realized Kernel,Return,Realized Variance (5-minute using 1-minute subsamples),Realized Variance (10-minute),Realized Variance (10-minute using 1-minute subsamples),Bipower Variation (5-minute) ,Bipower Variation (5-minute using 1-minute subsamples) ,Median Truncated Realized Variance,Realized Semivariance (5-minute),Realized Semivariance (5-minute using 1-minute subsamples),Number of Transactions,Time span betwen first and last observation (seconds),Close-to-Open Return,Opening Time (Local in Seconds),High-Low Range,High-Open Range,Opening Price,Closing Price
DateID,DJI2.rv,DJI2.rk,DJI2.r,DJI2.rv5ss,DJI2.rv10,DJI2.rv10ss,DJI2.bv5,DJI2.bv5ss,DJI2.medrv,DJI2.rs,DJI2.rs5ss,DJI2.nobs,DJI2.timespan,DJI2.rcto,DJI2.open,DJI2.highlow,DJI2.highopen,DJI2.openprice,DJI2.closeprice
20021211,0.000147972,0.000122134,0.002278212,0.000102636,0.000127422,9.84E-05,0.000104081,8.57E-05,6.81E-05,9.73E-05,4.97E-05,10624,23398.622,,34202.328,-0.016145377,0.006323066,8571.52,8591.07
20021212,0.000103918,0.000102812,-0.004887965,0.00010828,8.92E-05,9.50E-05,9.64E-05,9.49E-05,7.16E-05,5.88E-05,6.67E-05,8810,19527.821,,34202.919,0.01217109,0.00280598,8590.99,8549.1
20021213,0.000167852,0.000139126,-0.01235686,0.000117827,0.000149233,0.000104175,0.000118393,0.000102846,7.63E-05,0.000113485,6.68E-05,10608,23398.889,,34201.06,0.013333468,0,8536.07,8431.24
20021216,7.50E-05,6.89E-05,0.021831659,6.57E-05,7.64E-05,5.84E-05,5.15E-05,4.89E-05,4.51E-05,1.28E-05,1.26E-05,10237,23398.83,,34202.435,-0.022027255,0.021831659,8436.59,8622.8
20021217,8.18E-05,7.49E-05,-0.010803495,6.51E-05,5.50E-05,5.99E-05,7.03E-05,5.73E-05,4.42E-05,5.79E-05,4.04E-05,10538,23399.567,,34202.047,0.013199047,0.00132635,8626.99,8534.29
20021218,0.000113565,0.000107132,-0.010076017,9.45E-05,0.000142471,9.16E-05,9.88E-05,8.92E-05,6.78E-05,8.46E-05,6.29E-05,10691,23398.841,,34202.155,0.014584268,0,8531.31,8445.78
20021219,0.000109311,0.00013591,-0.009276411,0.000123797,0.000132301,0.00013216,9.67E-05,0.000123045,8.34E-05,7.02E-05,7.05E-05,10683,23399.467,,34202.276,0.021049907,0.007436093,8442.07,8364.12
20021220,0.000160003,0.000108869,0.016360385,8.78E-05,0.000125925,6.02E-05,7.98E-05,6.15E-05,6.45E-05,1.84E-05,1.93E-05,10641,23399.663,,34206.299,-0.017314614,0.017314614,8367.41,8505.43
20021223,8.83E-05,8.31E-05,-0.001758014,6.67E-05,8.17E-05,5.91E-05,7.53E-05,6.52E-05,5.31E-05,5.36E-05,3.24E-05,10534,23399.725,,34202.124,0.010720204,0.004984391,8511.39,8496.44
20021224,2.68E-05,2.96E-05,-0.005180619,2.34E-05,2.72E-05,2.02E-05,1.82E-05,2.14E-05,1.66E-05,1.95E-05,1.48E-05,5556,13148.638,,34202.172,0.005683816,0,8491.99,8448.11
20021225,,,,,,,,,,,,,,,,,,,
20021226,8.81E-05,9.28E-05,-0.002933688,8.43E-05,9.76E-05,8.03E-05,7.58E-05,6.83E-05,6.43E-05,4.51E-05,4.76E-05,10315,23398.83,,34202.888,0.018394956,0.013636265,8448.86,8424.11
20021227,7.95E-05,0.000103093,-0.015289593,8.24E-05,6.47E-05,6.55E-05,7.24E-05,8.07E-05,7.92E-05,5.12E-05,5.67E-05,10450,23398.474,,34201.449,0.019610276,0.002378156,8429.28,8301.38
20021230,9.31E-05,0.000113755,0.003050324,9.95E-05,0.00010059,0.000107776,8.48E-05,9.97E-05,7.81E-05,4.06E-05,4.67E-05,10590,23399.218,,34210.829,-0.013499487,0.00722296,8304.47,8329.84
20021231,0.000124926,0.000120035,0.001554196,0.000110862,9.55E-05,0.000105657,0.000118579,0.000103401,8.70E-05,7.47E-05,6.21E-05,10658,23399.843,,34201.967,-0.014244812,0.003474414,8332.24,8345.2
20030101,,,,,,,,,,,,,,,,,,,
20030102,0.000259683,0.000170512,0.031302795,0.000166981,0.000320374,0.00017941,0.000120534,0.00013145,0.000102925,2.57E-05,2.56E-05,10682,23398.858,,34202.221,-0.031358558,0.031358558,8342.38,8607.65
20030103,0.000105183,0.000110159,-0.000964754,9.33E-05,8.55E-05,8.60E-05,0.000123061,9.26E-05,0.000102556,6.10E-05,5.15E-05,10587,23397.879,,34201.822,0.009572791,0.003244269,8607.38,8599.08
20030106,7.02E-05,5.88E-05,0.016998007,5.23E-05,6.46E-05,4.32E-05,7.75E-05,4.87E-05,4.27E-05,1.55E-05,1.01E-05,7040,15605.174,,34203.649,-0.019134542,0.019103156,8602.78,8750.26
20030107,9.34E-05,0.0001113,-0.004259364,9.13E-05,8.34E-05,8.72E-05,8.59E-05,8.81E-05,9.02E-05,5.14E-05,4.64E-05,9968,23399.099,,34202.66,-0.010208132,0.003033281,8775.84,8738.54
20030108,0.000112263,0.000104449,-0.01687361,8.18E-05,0.00013269,6.84E-05,8.87E-05,6.89E-05,6.75E-05,8.14E-05,5.73E-05,9920,23398.401,,34202.334,0.017968535,0,8735.93,8589.76
20030109,0.000120283,9.97E-05,0.020313,7.30E-05,9.59E-05,6.60E-05,7.55E-05,5.64E-05,6.18E-05,1.73E-05,1.64E-05,9787,23398.291,,34202.1,-0.021953037,0.021953037,8596.68,8773.09
20030110,0.00016892,0.000200237,0.000601457,0.000125935,0.000210812,0.000109339,0.000134933,0.000116995,0.000126584,0.000105502,5.98E-05,9860,23398.956,,34202.05,-0.014716857,0.004824239,8776.04,8781.32
20030113,0.000131056,0.000134968,-0.000265175,0.000101507,9.03E-05,7.94E-05,8.94E-05,8.85E-05,9.28E-05,4.67E-05,5.41E-05,9950,23398.737,,34203.568,0.013832739,0.009211153,8787.83,8785.5
20030114,6.86E-05,8.54E-05,0.006276903,7.23E-05,5.93E-05,6.15E-05,4.87E-05,6.46E-05,7.65E-05,3.51E-05,3.00E-05,9891,23397.799,,34201.983,-0.010960051,0.006322138,8787.22,8842.55
20030115,6.25E-05,8.53E-05,-0.014036888,7.50E-05,7.07E-05,6.77E-05,5.61E-05,5.30E-05,6.36E-05,4.74E-05,5.90E-05,9990,23398.814,,34201.964,0.017292797,0.001209178,8843.64,8720.37
20030116,9.58E-05,9.89E-05,-0.002195935,8.53E-05,9.94E-05,8.43E-05,9.24E-05,8.68E-05,7.17E-05,5.15E-05,4.92E-05,10074,23397.989,,34202.732,0.015135342,0.009623178,8721.12,8701.99
20030117,,,,,,,,,,,,,,,,,,,
20030120,,,,,,,,,,,,,,,,,,,
20030121,,,,,,,,,,,,,,,,,,,
20030122,0.000105424,0.000121778,-0.015369181,0.000100175,0.000111289,0.000100566,0.000101953,9.69E-05,9.71E-05,6.99E-05,6.11E-05,9792,23399.491,,34202.141,0.016429318,0.000226215,8442.35,8313.59
20030123,0.000155141,0.000182337,0.00522625,0.000142106,0.000178072,0.000134541,0.000118383,0.000134901,0.0001257,6.64E-05,7.17E-05,9835,23397.853,,34201.926,-0.015687831,0.00787925,8320.72,8364.32
20030124,0.00017742,0.000159753,-0.028826078,0.000156654,0.000161809,0.000154674,0.000154909,0.000152867,9.48E-05,0.000136719,0.000119129,9550,23398.776,,34206.596,0.030988284,0,8367.89,8130.12
20030127,0.00026396,0.000246548,-0.017442162,0.000229663,0.000264747,0.000242523,0.000206989,0.000233199,0.000151256,0.000150989,0.000117309,10210,23399.788,,34202.471,0.023862627,0.002645191,8128.54,7987.99
20030128,0.000132266,0.00018389,0.012024667,0.000137714,0.00015896,0.000115308,0.000122311,0.000134288,0.00016734,5.00E-05,6.01E-05,10247,23399.804,,34202.186,-0.01523302,0.01523302,7991.07,8087.74
20030129,0.00026584,0.000265935,0.003182389,0.000239738,0.000387891,0.000221647,0.000240992,0.000191544,0.000208822,0.000174355,0.000141588,10316,23399.83,,34202.122,-0.026395159,0.008601677,8087.95,8113.73
20030130,0.000157759,0.000205731,-0.02052706,0.000189266,0.000149713,0.000164763,0.000153721,0.000183107,0.000157867,9.29E-05,0.00011583,10125,23399.225,,34201.88,0.025147113,0.003921202,8109.14,7944.38
20030131,0.000150636,0.000231662,0.013994061,0.000223027,0.000160456,0.000217058,0.000145825,0.000216776,0.000184688,6.19E-05,8.49E-05,10273,23399.893,,34203.975,-0.02151897,0.01870004,7939.72,8051.61
20030203,0.000133044,0.000144673,0.006661613,0.000127387,0.000158371,0.000110349,0.000105834,0.000119776,0.000110007,4.42E-05,4.85E-05,10315,23399.345,,34201.686,-0.012116903,0.012116903,8053.74,8107.57
20030204,0.00021035,0.000158254,-0.010656722,0.000144631,0.000267957,0.000122607,0.000127824,9.97E-05,0.000117198,0.000161288,0.000103041,9820,23399.436,,34202.575,0.021125737,0,8104.61,8018.7
20030205,0.000194423,0.000243312,-0.003934387,0.000191468,0.000214397,0.000198112,0.000139012,0.000174817,0.000203514,9.77E-05,9.88E-05,10888,23399.638,,34201.937,0.022842156,0.017024494,8014.45,7982.98
20030206,0.000202692,0.000201813,-0.006099787,0.000178754,0.000243012,0.000182869,0.000185716,0.000171686,0.000164455,0.000123577,0.000100183,10828,23399.598,,34201.84,0.013884011,0.001219509,7981.95,7933.41
20030207,0.000177793,0.000190457,-0.008784826,0.000146421,0.000132992,0.000119741,0.000127304,0.000126049,0.000151955,8.21E-05,8.73E-05,10755,23398.567,,34201.92,0.02159378,0.008605842,7932.45,7863.07
20030210,0.000126119,0.000165308,0.006611925,0.000144376,0.000153286,0.000155405,0.000117447,0.000142666,0.000145518,5.34E-05,6.39E-05,10934,23396.554,,34201.911,-0.016809938,0.008600369,7865.74,7917.92
20030211,8.74E-05,0.000127307,-0.010345047,9.51E-05,9.09E-05,9.26E-05,7.21E-05,9.28E-05,9.62E-05,4.65E-05,5.86E-05,10780,23398.163,,34201.939,0.022651606,0.008112513,7920.93,7839.41
20030212,0.000102102,0.000113331,-0.010559153,9.39E-05,8.45E-05,8.92E-05,9.97E-05,8.68E-05,8.95E-05,6.02E-05,5.68E-05,10654,23399.348,,34201.872,0.01290362,0.002308356,7836.36,7754.05
20030213,0.000187709,0.000154341,-0.001366231,0.000157642,0.000220822,0.000154476,0.000137527,0.000129072,0.000109405,6.80E-05,6.92E-05,10688,23399.261,,34202.057,-0.019772736,0.003208904,7756.55,7745.96
20030214,0.000198094,0.000222217,0.01973331,0.000204933,0.000200803,0.000209107,0.000187286,0.000203722,0.000166815,6.83E-05,7.47E-05,10806,23398.209,,34204.342,-0.023022202,0.01973331,7750.9,7905.37
20030217,,,,,,,,,,,,,,,,,,,
20030218,0.000168447,0.000132839,0.016506709,0.00011507,0.000205179,0.000106142,9.42E-05,8.82E-05,8.11E-05,2.64E-05,2.73E-05,10633,23398.215,,34203.146,-0.020851227,0.020851227,7909.3,8040.94
20030219,7.89E-05,8.06E-05,-0.004578665,6.64E-05,6.40E-05,5.27E-05,6.14E-05,6.01E-05,8.49E-05,4.54E-05,3.84E-05,10605,23399.835,,34201.732,0.013098022,0.00075776,8033.8,7997.1
20030220,8.35E-05,0.000110812,-0.011740967,8.46E-05,7.06E-05,7.66E-05,7.87E-05,8.28E-05,9.24E-05,5.69E-05,5.75E-05,10635,23399.051,,34201.775,0.016714216,0.003031874,8002.7,7909.29
20030221,0.000157313,0.000150786,0.01299956,0.000136715,0.000160051,0.000148059,0.000139723,0.00012712,0.000113477,5.59E-05,5.17E-05,10614,23399.727,,34202.202,-0.023203726,0.015494235,7915.52,8019.09
20030224,9.14E-05,0.000101825,-0.019866067,8.61E-05,9.69E-05,8.40E-05,7.07E-05,7.64E-05,8.06E-05,7.23E-05,5.93E-05,10644,23398.512,,34206.412,0.020934126,0,8017.27,7859.57
20030225,0.000267269,0.000254032,0.006698136,0.000202661,0.000256241,0.00020375,0.000206672,0.000175991,0.000183131,0.000157181,8.44E-05,10818,23398.517,,34202.053,-0.025666174,0.00811194,7856.42,7909.22
20030226,0.000127106,0.000130067,-0.01325617,0.000118229,0.00013321,0.000119864,9.49E-05,0.00010815,0.000132487,8.03E-05,6.93E-05,10774,23399.016,,34203.026,0.016757635,0.002317926,7907.39,7803.26
20030227,0.00019339,0.000183308,0.009149913,0.000161025,0.000147138,0.000157451,0.000160288,0.000150081,0.000190497,7.73E-05,7.27E-05,10847,23398.32,,34201.96,-0.017091496,0.014810452,7807.96,7879.73
20030228,0.000110644,0.000135277,0.001224189,0.000108411,0.000103878,0.000102975,0.000112136,0.000102727,0.000114048,5.18E-05,5.60E-05,10810,23398.553,,34202.015,0.013924483,0.010045606,7886.11,7895.77
20030303,0.000148805,0.000130789,-0.006964415,9.76E-05,0.000140362,9.24E-05,7.64E-05,7.82E-05,7.41E-05,5.84E-05,5.87E-05,10591,23399.245,,34201.805,0.020056253,0.011472247,7890.24,7835.48
20030304,5.38E-05,6.17E-05,-0.016975903,5.89E-05,6.06E-05,5.81E-05,4.54E-05,5.08E-05,5.21E-05,3.81E-05,4.12E-05,10641,23399.44,,34202.199,0.01815733,0.000927061,7838.35,7706.41
20030305,0.000143912,0.000148375,0.009005914,0.000133015,0.000132228,0.000141867,0.000113283,0.000119476,0.000119528,6.78E-05,5.66E-05,10770,23398.97,,34201.907,-0.014347099,0.009005914,7702.35,7772.03
20030306,0.000222053,0.000190822,-0.012699335,0.000149234,0.000204104,0.000133942,0.000105128,0.000107733,0.000150147,0.00016035,8.70E-05,10838,23399.099,,34202.288,0.01525408,0.000281641,7774.76,7676.65
20030307,0.000422313,0.000382829,0.008118938,0.000279962,0.000237402,0.000209906,0.000261987,0.000212646,0.000235583,0.000265576,0.000120912,10781,23399.36,,34202.392,-0.023644822,0.009330984,7671.75,7734.29
20030310,0.000122377,0.000139126,-0.02202014,8.46E-05,0.000115199,8.59E-05,6.84E-05,6.68E-05,9.42E-05,9.71E-05,5.95E-05,10577,23399.012,,34201.927,0.023491336,0,7739.4,7570.84
20030311,0.000135182,0.000129439,-0.005948798,0.000130318,0.00019241,0.000159209,0.000153857,0.000128947,0.000107548,6.02E-05,6.34E-05,10751,23397.636,,34202.096,0.016026005,0.009704978,7568.53,7523.64
20030312,0.000191108,0.000174535,0.004256825,0.00016434,0.000170644,0.00017748,0.0001973,0.000175892,0.000148791,8.68E-05,7.49E-05,10842,23397.05,,34201.989,-0.017937821,0.004405162,7517.76,7549.83
20030313,0.000293231,0.000203933,0.034910886,0.000159305,0.000411071,0.000173393,0.000217246,0.000139698,0.000113963,4.56E-05,3.86E-05,10885,23398.455,,34202.292,-0.034910886,0.034910886,7555.29,7823.71
20030314,0.000272782,0.000212139,0.0047877,0.000237032,0.000301216,0.000275322,0.000269255,0.00023798,0.000191065,0.00010999,9.87E-05,10923,23397.585,,34202.06,-0.01672844,0.013895293,7822.17,7859.71
20030317,0.000393348,0.000279591,0.035566543,0.000307248,0.000433246,0.000350492,0.000329067,0.000303458,0.000205876,0.000135226,7.55E-05,11031,23398.887,,34202.276,-0.045976737,0.035980337,7857.96,8142.47
20030318,0.000198902,0.000193347,0.005873888,0.000197989,0.00018964,0.000184347,0.000169441,0.000184081,0.000188193,8.85E-05,8.95E-05,10967,23398.55,,34202.313,-0.013881505,0.008145848,8142.69,8190.66
20030319,0.000147355,0.000151587,0.008934658,0.000132745,0.000127089,0.00012253,0.000125289,0.000118034,0.000141853,6.62E-05,5.78E-05,10907,23399.759,,34202.62,-0.016558096,0.01024752,8193.04,8266.57
20030320,0.000202606,0.000215978,0.002631822,0.000195923,0.000226116,0.000192535,0.000187183,0.00017253,0.000235857,0.000105029,9.10E-05,11096,23398.153,,34202.018,-0.022793678,0.006511318,8264.75,8286.53
20030321,0.000243517,0.000171104,0.027098679,0.000151231,0.000239714,0.000146627,0.000142009,0.000115617,0.000107884,5.42E-05,4.82E-05,10879,23399.577,,34214.737,-0.02728767,0.02728767,8290.38,8518.11
20030324,0.000352985,0.000226579,-0.034843797,0.000221769,0.000496192,0.000195551,0.000215366,0.000136182,0.000128389,0.000315277,0.000185209,10849,23398.452,,34202.963,0.038780853,1.18E-06,8509,8217.62
20030325,0.00014529,0.000162312,0.008007432,0.000148313,0.000139957,0.000139811,0.000138932,0.000137194,0.000131957,6.38E-05,6.68E-05,10872,23398,,34202.032,-0.019001075,0.014602874,8216.85,8282.91
20030326,0.000118128,0.000132627,-0.0057849,0.000123354,0.000133211,0.000107558,9.35E-05,0.000113081,0.000151122,5.84E-05,6.47E-05,10944,23398.914,,34201.752,-0.011783404,0.000591621,8279.88,8232.12
20030327,0.00016374,0.000170587,-0.00322532,0.000119329,0.000191895,0.000113369,9.49E-05,0.000100812,0.000137393,0.000118924,6.52E-05,10878,23397.706,,34201.734,-0.01803426,0.003075596,8226.39,8199.9
20030328,0.000123075,0.000123824,-0.006512313,9.40E-05,0.000136997,9.25E-05,0.000100085,8.98E-05,8.52E-05,7.75E-05,4.89E-05,10643,23399.286,,34202.037,0.012133415,0.000718136,8198.85,8145.63
20030331,0.00028009,0.000184442,-0.019118505,0.000161743,0.000347385,0.000173846,0.000137079,0.000110521,0.000111872,0.000239936,0.000116117,10848,23399.337,,34202.102,0.02654402,0,8142.83,7988.63
20030401,0.000138216,0.000169137,0.009955583,0.000137547,0.00017906,0.000149103,0.000142791,0.000139845,0.000154579,5.69E-05,5.66E-05,11040,23398.067,,34202.055,-0.015006379,0.013376077,7992.76,8072.73
20030402,0.000284959,0.000170815,0.025967735,0.000123956,0.000399846,0.000114892,0.000141329,8.60E-05,6.78E-05,2.03E-05,1.95E-05,10727,23399.21,,34202.099,-0.0299762,0.0299762,8070.98,8283.31
20030403,9.59E-05,0.000113975,-0.005755291,9.87E-05,7.54E-05,8.12E-05,9.20E-05,9.36E-05,8.80E-05,5.05E-05,5.95E-05,10843,23397.781,,34202.314,0.011827745,0.005991122,8285.76,8238.21
20030404,0.000182359,0.000133024,0.003774152,0.000116828,0.000149494,0.000105929,0.000161998,0.000107435,0.000117598,7.08E-05,5.48E-05,10766,23398.699,,34202.352,0.010977641,0.007888143,8240.59,8271.75
20030407,0.000527046,0.000294531,0.001436471,0.000281238,0.000602192,0.000217463,0.000222057,0.000137909,0.000165775,0.000101797,8.48E-05,10867,23398.846,,34203.009,-0.027951419,0.027951419,8285.2,8297.11
20030408,0.000132348,0.000122717,0.000145788,0.000107232,0.000138547,9.72E-05,0.000120164,0.000102417,9.81E-05,5.71E-05,4.63E-05,10714,23398.118,,34202.61,-0.009912527,0.005253002,8299.12,8300.33
20030409,0.000165141,0.000166394,-0.012354173,0.000173723,0.000245561,0.000200434,0.000184025,0.000164205,0.000140808,0.000105731,0.000113858,10716,23399.157,,34201.856,0.023282052,0.010664345,8299.28,8197.38
20030410,6.37E-05,8.31E-05,0.002088216,7.75E-05,7.73E-05,6.84E-05,6.69E-05,6.95E-05,5.98E-05,3.24E-05,4.45E-05,7598,23261.962,,34541.672,-0.00897154,0.002522358,8204.18,8221.33
20030411,0.000186449,0.000160242,-0.002522874,0.000137396,0.000243675,0.000145579,0.000120966,0.000116506,0.000102855,7.42E-05,7.87E-05,10301,23399.557,,34202.898,0.019095526,0.013811147,8223.22,8202.5
20030414,9.84E-05,9.63E-05,0.017446929,8.87E-05,7.61E-05,7.90E-05,8.39E-05,7.08E-05,8.98E-05,3.22E-05,2.45E-05,10483,23399.043,,34202.568,-0.018030175,0.017758319,8203.97,8348.36
20030415,8.05E-05,7.13E-05,0.006239731,6.66E-05,7.52E-05,7.02E-05,6.56E-05,5.62E-05,4.92E-05,4.88E-05,3.15E-05,10486,23398.614,,34201.845,-0.011040603,0.006239731,8347.66,8399.91
20030416,0.000135736,9.22E-05,-0.018065488,9.83E-05,0.000100261,0.000105727,0.000135668,0.000101416,6.12E-05,8.43E-05,7.03E-05,10494,23398.98,,34202.465,0.025459531,0.004794738,8405.72,8255.23
20030417,5.88E-05,5.90E-05,0.010110074,5.54E-05,6.58E-05,5.92E-05,5.65E-05,4.60E-05,4.84E-05,2.09E-05,2.18E-05,10393,23396.207,,34202.383,-0.013495954,0.011041331,8255.79,8339.68
20030418,,,,,,,,,,,,,,,,,,,
20030421,9.15E-05,9.18E-05,-0.000940866,8.73E-05,0.000113878,9.39E-05,9.47E-05,8.61E-05,8.68E-05,5.48E-05,5.26E-05,10394,23398.971,,34201.81,0.011489974,0.007323772,8336.67,8328.83
20030422,0.000118005,0.000111845,0.017598646,0.000105128,0.000120413,0.000118048,7.82E-05,9.00E-05,8.34E-05,4.80E-05,3.24E-05,8586,18914.628,,34201.964,-0.025508217,0.018028092,8326.38,8474.21
20030423,6.43E-05,6.68E-05,0.003451935,6.36E-05,5.56E-05,6.10E-05,7.04E-05,7.03E-05,4.88E-05,3.15E-05,3.07E-05,10594,23398.884,,34202.014,-0.008802088,0.004866207,8484.92,8514.26
20030424,9.45E-05,7.42E-05,-0.006006887,5.86E-05,0.00010502,5.49E-05,5.59E-05,5.19E-05,3.43E-05,7.42E-05,3.81E-05,7605,17234.211,,34203.601,0.013792278,0,8512.44,8461.46
20030425,8.33E-05,7.74E-05,-0.016110875,7.51E-05,9.18E-05,7.46E-05,5.75E-05,6.46E-05,6.37E-05,6.28E-05,5.32E-05,10415,23397.674,,34202.125,0.017976752,0,8438.98,8304.11
20030428,6.90E-05,7.58E-05,0.019451237,7.28E-05,9.01E-05,7.87E-05,6.69E-05,6.45E-05,5.34E-05,1.75E-05,1.83E-05,10345,23399.52,,34202.041,-0.023384625,0.023173933,8306.84,8470
20030429,0.000122843,0.00010963,0.00374495,0.00011025,0.000104424,0.000124723,9.43E-05,9.34E-05,7.97E-05,6.91E-05,6.25E-05,10555,23398.285,,34202.017,0.013789039,0.010194668,8472.88,8504.67
20030430,0.000120848,0.000128775,-0.003432415,0.000128862,0.000150467,0.000114548,8.59E-05,0.000114249,0.000115167,8.50E-05,8.24E-05,10572,23398.971,,34202.618,-0.011378077,0.003214332,8501.31,8472.18
20030501,0.000113464,8.24E-05,-0.002770841,9.53E-05,0.000132804,0.000115687,9.41E-05,8.45E-05,5.89E-05,7.21E-05,5.82E-05,10355,23397.545,,34202.866,0.017595448,0.001163447,8478.48,8455.02
20030502,0.000128873,0.000125987,0.01427047,0.000120367,0.000128143,0.000124698,0.00011395,0.000121112,9.59E-05,4.65E-05,3.63E-05,10589,23395.503,,34202.8,-0.021631818,0.016390674,8453.48,8574.98
20030505,0.000103968,9.91E-05,-0.006218637,9.66E-05,7.25E-05,8.52E-05,0.000109332,0.000103102,8.05E-05,6.27E-05,5.61E-05,10587,23398.47,,34202.83,0.010582839,0.002151899,8583.17,8529.96
20030506,8.81E-05,8.92E-05,0.006497213,9.31E-05,0.000108968,9.28E-05,9.12E-05,8.25E-05,8.36E-05,3.83E-05,4.37E-05,10562,23398.559,,34204.914,-0.01343647,0.012796267,8531.28,8586.89
20030507,9.84E-05,0.00011658,-0.002589128,9.59E-05,9.68E-05,9.06E-05,0.000100044,9.64E-05,0.000105348,5.25E-05,4.88E-05,10751,23397.923,,34202.839,-0.012314273,0.005742083,8585.42,8563.22
20030508,0.000130075,0.000115124,-0.008174774,9.57E-05,0.000138516,8.04E-05,6.88E-05,7.21E-05,9.71E-05,9.33E-05,5.48E-05,10492,23399.304,,34203.009,0.011416833,0.001879366,8558.67,8488.99
20030509,5.86E-05,7.00E-05,0.013066745,5.83E-05,5.34E-05,4.97E-05,3.99E-05,4.98E-05,5.99E-05,1.31E-05,1.94E-05,10390,23399.544,,34201.928,-0.014018132,0.014018132,8492.69,8604.39
20030512,4.99E-05,5.32E-05,0.013918425,5.16E-05,6.08E-05,5.66E-05,5.65E-05,4.97E-05,4.85E-05,1.79E-05,1.62E-05,10491,23398.407,,34202.585,-0.020096581,0.016091547,8603.9,8724.49
20030513,6.60E-05,6.46E-05,-0.005143432,5.92E-05,7.77E-05,5.83E-05,6.92E-05,6.38E-05,5.44E-05,4.30E-05,3.44E-05,10410,23394.607,,34202.486,0.00870661,4.70E-05,8722.81,8678.06
20030514,9.82E-05,7.99E-05,-0.002812574,7.58E-05,9.34E-05,7.91E-05,7.79E-05,6.74E-05,5.17E-05,4.22E-05,4.42E-05,10304,23394.149,,34202.219,0.013814996,0.006302955,8673.29,8648.93
